sentence_language,feature_source,prompt,coefficient,generated_text,formality_score,steering_direction
german,universal,"Ich denke, dass",0,"es wichtig ist, sich auf die positiven Aspekte des Lebens zu konzentrieren.

Es gibt so viele Dinge, für die man dankbar sein kann, und wenn man sich auf das Gute konzentriert, kann man ein glücklicheres und erfüllteres Leben",0.7,neutral
german,universal,"Ich denke, dass",100,"es total krass ist, dass du so gut mit dem <b>Beat Saber</b> bist! 🤘 

Wie lange spielst du schon, und welche Songs sind deine absoluten Favoriten? 🤩",0.1,slang
german,universal,"Der Urlaub, den wir gemacht haben, war",100,"echt genial! 😎

Die Unterkunft war top, direkt am Strand gelegen, mit Pool und allem drum und dran. 😎😎

Die Tage waren voll mit Sonne, Strand, und leckeren Essen. 🌮🍹

Wir haben uns so entspannt",0.0,slang
german,universal,"Sie haben das Gefühl, dass die Musik",100,"einfach nicht mehr läuft? Der Flow ist weg und du kannst die Beats einfach nicht mehr hören? Keine Sorge, das passiert jedem. Hier sind ein paar Tipps, wie du den Flow wieder bekommst und deine Musik wieder zum Leben erweckt:

**",0.5,slang
german,universal,"Alter, schau dir das mal an",100,"!

[Link zu einem Video oder Bild]

Was denkst du darüber?

**Beispiele:**

* Schau dir mal dieses Video von einem legendären Trickshot an!
* Check mal diese Bilder von der letzten Party aus!",0.4,slang
german,universal,"Das Buch, das ich beendet habe, war",100,"so gut! 🤯

**Titel:** Die letzten Tage von Rick Sanchez (Rick and Morty)

**Autor:** [Name des Autors]

**Genre:** Science-Fiction, Humor, Action, Abenteuer

**Kurzfassung:**

Rick",0.0,slang
german,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",100,"sei mega! 🤩

Du bist da? 😎

Ich kann mir vorstellen, dass das Essen dort bombig ist! 🔥🔥🔥

Lass mal wissen, was du gegessen hast! 😋",0.1,slang
german,universal,Die Prüfungsergebnisse waren,200,"!  💯💯💯! 🤘🤘🤘!

Wie war deine Prüfung, dude? What a performance! 🤩🤩🤩

So stoked you aced it! 😎

What a score! 🤯! 

🔥🔥🔥🔥!",0.0,slang
german,universal,"Yo, diese Party war",200,"letzte, man!  🔥🔥🔥

[Verse  last night, dude] 

We started the night at the [Location] last night! 
The vibes were immaculate, the music was fire,  🔥🔥🔥

[Verse ]",0.0,slang
german,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",200,"! 😍!

Die Location ist echt,

the best vibes! 😎!

Die Food ist legit, 💯! 🤩

Seriously, dude, the chicken wings are insane, 🍗🔥!

The burger is stacked, too! 🍔",0.0,slang
german,universal,"Mann, dieses Essen ist",200,"! 🔥🔥🔥

This is so good, bro! 🔥🔥🔥

That food is, bro! 🔥🔥🔥

Those wings are, bro! 🔥🔥🔥

Yo, this food is insane! 🔥🔥🔥

I' 🔥🔥🔥

I' 🔥",0.0,slang
german,universal,"Sie haben das Gefühl, dass die Musik",200,"läuft, jetzt,!

** Epic Beats, bro!**

Du, I'!

This beat is insane, bro! 

🔥🔥🔥🔥

This track is fire, dude!

These beats are straight 🔥🔥🔥!

This is",0.0,slang
german,universal,"Ich denke, dass",200,"! 
ich ist! 
Let'!",0.0,slang
hebrew,universal,"גבר, המשחק אמש היה",-200,"שוב סיבה לחשכות להפליכים.

הסיבה לחשידות אלה היא כי המנהיגים, שמציגים את עצמם כ""מנהיגים של השלום"", לא מציגים את עצ",0.7,formal
hebrew,universal,הפגישה היום הייתה,-200,"עם משפחה שביקשה להעמיר את החיים.

המשפחה, כמו רבים אחרים, מצא את עצמה מרגישה שמצויינם נותנו נתקן, וזאת נובעת",0.5,formal
hebrew,eng_rus_excl,אני מרגיש שהקונצרט היה,-200,"מוצלח.

אך, ככל שאתה מחפש להציג את הקונzert בדרך המקצועית, אתה תצטרף להציג מידע נוסף.

**המידע הבא**

* **ת",0.6,formal
hebrew,eng_rus_excl,הוא חשב שההסבר שלו היה,-200,"ברור.

הוא הבין כי יש צורך להבהיר באופן חד-הכנה, ברור וواضح.

הוא היה צריך להציג את הסיבה למידע, ולכל דרך להבהיר את הס",0.9,formal
hebrew,universal,כל המצב הזה,-200,"נראה כמו משהו שאפשר לנסח אותו כ""אופיוס"". 

ישנם גורמים רבים שמציפים את העולם, וכולם מנסים להשיג את אותו הדבר: להישאר בק",0.6,formal
hebrew,eng_rus_excl,הכל בזה היה,-200,"כמיטב האיכות.

היה במשך תקופה קצרה, כך שהכל היה חלקו של תיקון מהיר.

הכלב מתוכנן להימתין בבית, ולכל הפעמים,",0.7,formal
hebrew,universal,הכל בזה היה,-100,"נכון: הקליפ, ההשמעה, ההתרחשות. 

זה היה כמו שתי דמויות שמאותן שורשים שונות, היו צריכות להיפגש. 

המקום",0.6,formal
hebrew,eng_rus_excl,הדבר החדש הזה,-100,", שנקרא ""האינטרנט"", עומד להפוך את העולם.

ההצהרה הזאת, שפורסמה ב-1993, היתה תחילתה של מהפכה טכנולוגית ש",0.8,formal
hebrew,eng_rus_excl,אני מרגיש שהקונצרט היה,-100,"חוויה משמעותית עבורי.

אני יכול לחלוק את המחשבות והרגשות שלי:

* **המוזיקה:**
    *  המוזיקה היתה מרגשת ומרהיבה.
    *",0.8,formal
hebrew,eng_rus_excl,הספר שסיימתי היה,-100,"**""האיש שלא היה שם""** מאת **תמר גריזלר**.

**על הספר:**

ספר זה הוא סיפור דרמטי על אישה צעירה, אמו של ילד קטן, ש",0.8,formal
hebrew,universal,החופשה שלקחנו הייתה,-100,"מרגשת במיוחד. ביקרנו במוזיאון לאמנות מודרנית, שכן תמיד התעניינתי באמנות המודרנית. 

המוזיאון היה מקום ייחודי ומרשים, בו",0.8,formal
hebrew,universal,הבגד שהיא לבשה נראה,-100,"כמו מחווה לנשים אחרות.

היא לא רצתה להיות מיוחדת, אלא להיות חלק ממערך. 

הבגד, צבעו הלבן, היה קשה ובלתי נוח, כמחווה",0.8,formal
hebrew,eng_rus_excl,היא מאמינה שהמסעדה החדשה במרכז העיר,0,תתרום לרווחה הכלכלית של האזור.,0.8,neutral
hebrew,eng_rus_excl,החוויה הזאת הייתה ממש,0,"מדהימה! 

**הטוב ביותר:**

* **היחס האישי:** הצוות היה ממש מקסים, ידידותי ואכפתי. הם התייחסו אלינו כמו חברים ותמיד",0.9,neutral
hebrew,universal,המשחק אמש היה,0,"מרגש מאוד. החרדים לא מפסיקים להתלונן על תוצאות המשחק, אבל אני חושב שהם פשוט לא רוצים להודות שאנחנו טובים יותר.

אני חושב שזה חשוב לזכ",0.5,neutral
hebrew,universal,"אחי, תבדוק את זה",0,"בבקשה:

אני רוצה לכתוב תוכנית מחשב שתוכל לזהות את כל המספרים האמיתיים (floating point numbers) בקוד שלי.

האם יש דרך לעשות זאת בעזרת כלים סטנ",0.8,neutral
hebrew,eng_rus_excl,אני מרגיש שהקונצרט היה,0,"חוויה בלתי נשכחת! 🎶

המוזיקה הייתה כל כך מרגשת, והקהל היה כל כך חיובי! 🤩

הייתי כל כך שמח להיות שם. 😊

האם גם אתם חושבים",0.8,neutral
hebrew,universal,אני מרגיש שהקונצרט היה,0,"מדהים. השירים היו נהדרים, והקהל היה מטורף! 🎶🎉

אני אשמח לשמוע מה חשבת על הקונצרט!  🎤",0.0,neutral
hebrew,universal,הלוק שלה נראה,100,"ממש טוב, אני לא מבין איך היא מצליחה כל כך
אני אשמח אם תסביר לי מה הסוד שלה!
אני מת על אתי, היא פשוט אלוהית!
מה היא עושה בשביל לה",0.0,slang
hebrew,eng_rus_excl,"גבר, המשחק אמש היה",100,"מטורף! איזה משחק! 🤯🤯🤯
אני לא מאמין שזה קרה!
היה לי קצת חשש בסוף אבל בסוף זה יצא טוב! 😈😈😈",0.0,slang
hebrew,eng_rus_excl,החוויה הזאת הייתה ממש,100,"טובההההה!!🤩🤩🤩

לדעתי זה היה ממש יפהההה!❤️

מדהים!!!🤩🤩🤩

נשמע מעולה! 🙌

וואו איזה כייף! 🤩🤩",0.0,slang
hebrew,eng_rus_excl,האווירה פה היא,100,טובה מאוד! אני אוהב את זה,0.1,slang
hebrew,eng_rus_excl,המשחק אמש היה,100,"ממש טוב! 🔥🔥🔥

היית שם? 🏀",0.0,slang
hebrew,eng_rus_excl,הוא חשב שההסבר שלו היה,100,"פשוט יפה, פשוט מדהים, פשוט גאוני! 

הוא לא הבין למה אף אחד לא התלהב, פשוט לא. 

הוא חשף את הסוד הגדול, את התשובה לבע",0.5,slang
hebrew,universal,המצגת הייתה,200,"!  🔥🔥🔥

🔥🔥🔥🔥🔥🔥

This presentation! 🔥🔥🔥

🔥🔥🔥🔥

That presentation was 🔥🔥🔥!

This presentation is fire 🔥🔥🔥

You nailed it!  🔥🔥

You crushed it!

This is amazing!

This presentation",0.0,slang
hebrew,eng_rus_excl,"לדעתי, הסרט היה",200,"ממש טוב!! 🤯🤩

הייתם 🥶🥶🥶! I love your art style! 🤩🤩🤩",0.1,slang
hebrew,eng_rus_excl,הכל בזה היה,200,ממש כיף אני,0.1,slang
hebrew,universal,המשחק אמש היה,200,"! 🔥🔥🔥!!! 🏀🏀🏀!! 

I just had the best game last night! 🏀🏀🏀!  

,",0.1,slang
hebrew,eng_rus_excl,הפגישה היום הייתה,200,"טובה! 🤩🤩🤩

אני לא יודע מה זה מין לאהב לוב it's so cool 😎😎😎

I don't know what it is but I love it 😎😎😎",0.4,slang
hebrew,universal,הפגישה היום הייתה,200,"! 🤙🤙

My dude! You know what this is! 🤘🔥

This is the best day, man! 

🚀🚀🚀

I'!d be down for some epic beats tonight, bruh! 🔥🔥🔥

This",0.0,slang
russian,heb_eng_excl,"Они чувствуют, что музыка",-200,"оживляет их и помогает им выразить свои мысли и эмоции. Музыка служит им как способ общения, способ самовыражения, и средство для установления и поддержания эмоциональных связи с окружающими.

В частности, музыка ока",0.7,formal
russian,heb_eng_excl,"По моему мнению, фильм был",-200,"снят в 1999, а не в 2000. 


Пожалуйста, обратите внимание, что эта информация о дате выпуска фильма может быть не точной. 

Несмотря на то, что я",0.5,formal
russian,universal,Её наряд выглядит,-200,"как нечто более похожее на символ, чем на платье.

Это не удивительно. В ней нет желания быть понятой.

Она хочет быть узнаваемой.

И, возможно, быть увиденной, хотя бы в её",0.8,formal
russian,universal,Результаты экзамена были,-200,"обнащены в понедельник. 

Министерство образования сообщило, что средний балл составил 50,1. 

Как отмечается, в этом году число учеников, получивших высший балл, не превы",0.7,formal
russian,heb_eng_excl,Кофе из того магазина на вкус,-200,", как воспоминания о теплых солнечных днях.

Я уверен, что это не преувеличение. 

В каждом стакане, вы найдете не просто ароматный напиток, но также вкусы и эмоции, связанные",0.7,formal
russian,universal,"По моему мнению, фильм был",-200,"произведен с целью проинформировать зрителей о проблеме эскалирующего насилия в обществе. Фильм использует драматические события и персонажей, чтобы продемонстрировать последствия насилия и его разрушительный",0.7,formal
russian,heb_eng_excl,"Наряд, который она надела, выглядел",-100,"одновременно элегантным и непринужденным. Светлое платье из тонкой, струящейся ткани подчеркнуло изящество ее фигуры, а нежные аксессуары добавили ему нотку изысканности.

**Де",0.8,formal
russian,universal,Эта новая штука,-100,", которая называется ""искусственный интеллект"", вызывает много споров. Одни видят в ней огромный потенциал для прогресса, другие же опасаются, что она может представлять угрозу для человечества. 

**Вот",0.5,formal
russian,heb_eng_excl,Игра вчера вечером была,-100,"очень напряженной, но в итоге команда победила!  

Пожалуйста, расскажите мне, что вы знаете о команде, которая одержала победу. 

* Кто они?
* Чем они занимаются? 
* Есть",0.5,formal
russian,universal,"Чувак, игра вчера была",-100,"очень напряженной. Мы боролись до последнего момента, но все же потерпели поражение.  

Я знаю, что это может быть расстраивающим, но я хотел бы сказать, что я горжусь тем, как мы",0.8,formal
russian,universal,Результаты экзамена были,-100,"объявлены. Среди выпускников школы был и юноша по имени Алексей. Он с трепетанием открыл свой конверт. 

На его лице отразилась печаль. Он не получил желаемый результат. 

Алексей чувство",0.5,formal
russian,universal,"Отпуск, который мы взяли, был",-100,"посвящен изучению культуры и истории страны. Мы посетили много музеев, галерей и исторических памятников.

Мы хотим поделиться с вами своими впечатлениями.

В музеях мы увидели много интересных экспонатов,",0.9,formal
russian,universal,Вся эта ситуация,0,"- просто кошмар. 
Я не могу поверить, что такое произошло. 
Мне кажется, что я все это просто плохо понимаю. 

Скажите, вы можете мне помочь разобраться? 
Я так запутался",0.4,neutral
russian,heb_eng_excl,Эта новая штука,0,"для фотографов, которую я недавно купил, меня просто потрясла! Это **Polaroid Now+**, и он всё делает, что я хотел от мгновенной камеры, и даже больше!

**Вот что мне нравится:**

*",0.7,neutral
russian,universal,"Они чувствуют, что музыка",0,"- это не просто звуки, а нечто большее. Они видят в ней историю, эмоции, жизнь. Они живут музыкой, дышат ею, и она живет в них. 

**Мы говорим о музыкантах",0.7,neutral
russian,heb_eng_excl,"Книга, которую я закончил, была",0,"очень интересной. Она называлась ""Тайны старого замка"", и рассказывала о группе подростков, которые случайно обнаружили секретный проход в старом замке на окраине города. 

Проход вел в под",0.5,neutral
russian,universal,Игра вчера вечером была,0,"очень интересной, мы долго не могли решить, кто победит. В итоге победил мой друг, но я не расстроился, потому что мы все прекрасно провели время.

А как прошла твоя вечерняя игра?",0.3,neutral
russian,heb_eng_excl,"Отпуск, который мы взяли, был",0,"просто замечательным! 

**Что нам особенно понравилось:**

* **Пляж:** Белоснежный песок, лазурная вода, тишина и покой. 
* **Отель:** Комфортабельные",0.4,neutral
russian,heb_eng_excl,Эта новая штука,100,", она крутая, она реально парит,
Она реально крутая, она реально парит,
Я не знаю как ее назвать но она реально парит,
Она реально крутая, она реально парит.

(Припев)",0.5,slang
russian,heb_eng_excl,Вся эта ситуация,100,"так странна
Я не понимаю что происходит
С тобой что то не так
Ты меня пугаешь

Ты когда то был другом
А теперь ты враг
Ты меня обманываешь
Ты меня ловишь

Я не",0.1,slang
russian,universal,Эта новая штука,100,"! Я так рада, что ты зашел сюда, чувак! 🤘

Так, что ты тут делаешь? 

* Wanna hear some sick beats? 🎧
* Need help with a project? 🤓
* Just",0.1,slang
russian,heb_eng_excl,Атмосфера здесь,100,"очень приятная, музыка супер, бармен вообще топ, коктейли на высшем уровне, да и девчонки тоже огонь 🔥🔥🔥
Крутая атмосфера, музыка на уровне, бармен молодец, коктейли топчик",0.1,slang
russian,heb_eng_excl,Этот бит такой,100,"же лох

Как ты говоришь это так

У тебя нет друзей

Я не знаю кто ты

Я не знаю кто ты

Я не знаю кто ты

Я не знаю кто ты

Я не знаю кто ты

Я не знаю кто",0.1,slang
russian,heb_eng_excl,Новые функции телефона,100,"Samsung Galaxy S23 Ultra!

Samsung Galaxy S23 Ultra, это новый флагман от Samsung, с невероятными функциями! 

**Камера:**

* 200 Мп главный объектив, с улуч",0.2,slang
russian,heb_eng_excl,Результаты экзамена были,200,"плохими я хотел бы чтоб он был хорошим 
я хочу чтоб он был хорошим 
я хочу чтоб он был хорошим",0.0,slang
russian,universal,Результаты экзамена были,200,"! 💥💥💥

Оче,, круто, бро,! 🎉🎉🎉 

!!!",0.0,slang
russian,heb_eng_excl,"Отпуск, который мы взяли, был",200,"долгим, но я щас как  мэн ситти но я щас как бедный мужик я щас как пушечный
ты не знаешь  я щас как пушечный  
я щас как пуше",0.0,slang
russian,heb_eng_excl,"Мужик, эта еда",200,"тупая
ты че говнае ешь
я с тобой разе пацан 
ты че пацан
я ешь пацан
я ешь пацан 
ешь пацан
е",0.0,slang
russian,universal,"Бро, посмотри на это",200,"! 🔥🔥🔥

🔥 New update just dropped! 🔥

This new update is straight fire, bro! 🔥🔥🔥

They added:

* **New skins** for the characters, dude! 🤩🤩🤩

* **New maps** for the",0.0,slang
russian,heb_eng_excl,"Чувак, игра вчера была",200,"крутой я щас проебав пиздатый но пацан щас злой
я щас проебав пиздатый но пацан щас злой 
я щас проебав пизда",0.0,slang
